,OBJECTID,Name,FolderPath,PopupInfo,x,y
26,27,T03_05_0b RESTAURANTE EM FRENTE AO CAISM,Pontos de Acesso - Expansões 2 e 3/Medidores Atualizados,Nº: 27<br>Quadra: 3<br>Endereço: <br>Nome Atualizado: -<br>Pot (kVA): -<br>Medição: DIRETO<br>TC: -<br>Instalado?: SIM<br>Serial do Medidor: M132110000000040<br>Index: 1000091<br>MAC: 0E:EF:AF:01:F5:B0<br>Latitude: -22.828369<br>Longitude: -47.065958<br>unnamed (1): ,-47.065958,-22.828369
27,28,T03_05_0c Restaurante D'Guste,Pontos de Acesso - Expansões 2 e 3/Medidores Atualizados,Nº: 28<br>Quadra: 3<br>Endereço: <br>Nome Atualizado: -<br>Pot (kVA): -<br>Medição: DIRETO<br>TC: -<br>Instalado?: SIM<br>Serial do Medidor: M132010000000035<br>Index: 180<br>MAC: 0E:EF:AF:01:F5:98<br>Latitude: -22.827334<br>Longitude: -47.065136<br>unnamed (1): ,-47.0651359999999,-22.827334
28,29,T03_05_0d Banca Revista,Pontos de Acesso - Expansões 2 e 3/Medidores Atualizados,Nº: 29<br>Quadra: 3<br>Endereço: <br>Nome Atualizado: -<br>Pot (kVA): -<br>Medição: DIRETO<br>TC: -<br>Instalado?: SIM<br>Serial do Medidor: M132010000000043<br>Index: 1000138<br>MAC: 0E:EF:AF:01:F4:02<br>Latitude: -22.827112<br>Longitude: -47.065213<br>unnamed (1): ,-47.065213,-22.8271119999999
29,30,T03_06_01A CEB,Pontos de Acesso - Expansões 2 e 3/Medidores Atualizados,Nº: 30<br>Quadra: 3<br>Endereço: R. ALEXANDRE FLEMING<br>Nome Atualizado: -<br>Pot (kVA): 300<br>Medição: INDIRETO<br>TC: 800<br>Instalado?: SIM<br>Serial do Medidor: MB00000000000240<br>Index: 1000229<br>MAC: 0E:EF:AF:02:5F:28<br>Latitude: -22.827906<br>Longitude: -47.064964<br>unnamed (1): ,-47.064964,-22.8279059999999
30,31,T03_07_01A ILUMINAÇÃO PÚBLICA,Pontos de Acesso - Expansões 2 e 3/Medidores Atualizados,Nº: 31<br>Quadra: 3<br>Endereço: R. OSWALDO CRUZ<br>Nome Atualizado: -<br>Pot (kVA): 15<br>Medição: DIRETO<br>TC: -<br>Instalado?: SIM<br>Serial do Medidor: M132010000000026<br>Index: 1000437<br>MAC: 0C:EF:AF:D2:56:AE<br>Latitude: -22.825925<br>Longitude: -47.067195<br>unnamed (1): ,-47.067195,-22.8259249999999
31,32,T04_01_01A ILUMINAÇÃO PÚBLICA,Pontos de Acesso - Expansões 2 e 3/Medidores Atualizados,Nº: 32<br>Quadra: 4<br>Endereço: R. 06 DE AGOSTO<br>Nome Atualizado: -<br>Pot (kVA): 30<br>Medição: DIRETO<br>TC: -<br>Instalado?: SIM<br>Serial do Medidor: -<br>Index: -<br>MAC: -<br>Latitude: -22.822952<br>Longitude: -47.066599<br>unnamed (1): ,-47.0665989999999,-22.8229519999999
32,33,T04_02_01A DGA / FCF-1,Pontos de Acesso - Expansões 2 e 3/Medidores Atualizados/T04_02_01A DGA ,Nº: 33<br>Quadra: 4<br>Endereço: R. JOÃO PANDIÁ CALÓGERAS<br>Nome Atualizado: -<br>Pot (kVA): 225<br>Medição: FLEXÍVEL<br>TC: -<br>Instalado?: PENDENCIA<br>Serial do Medidor: MB00000000000181<br>Index: 1000331<br>MAC: 0E:EF:AF:02:56:6A<br>Latitude: -22.823810<br>Longitude: -47.065560<br>unnamed (1): ,-47.0655599999999,-22.82381
33,34,T04_03_01A DGA / FCF-2,Pontos de Acesso - Expansões 2 e 3/Medidores Atualizados/T04_03_01A DGA ,Nº: 34<br>Quadra: 4<br>Endereço: R. JOÃO PANDIÁ CALÓGERAS<br>Nome Atualizado: -<br>Pot (kVA): 225<br>Medição: FLEXÍVEL<br>TC: -<br>Instalado?: NÃO<br>Serial do Medidor: -<br>Index: -<br>MAC: -<br>Latitude: -22.823672<br>Longitude: -47.065879<br>unnamed (1): ,-47.0658789999999,-22.8236719999999
34,35,T04_04_01A BARRACÃO FCF,Pontos de Acesso - Expansões 2 e 3/Medidores Atualizados,Nº: 35<br>Quadra: 4<br>Endereço: R. JOÃO PANDIÁ CALÓGERAS<br>Nome Atualizado: -<br>Pot (kVA): 112.5<br>Medição: INDIRETO<br>TC: 400<br>Instalado?: SIM<br>Serial do Medidor: MB00000000000102<br>Index: 142<br>MAC: 0E:EF:AF:01:F5:BC<br>Latitude: -22.823810<br>Longitude: -47.065310<br>unnamed (1): ,-47.06531,-22.82381
35,36,T04_05_01A FCF / ADMINISTRAÇÃO,Pontos de Acesso - Expansões 2 e 3/Medidores Atualizados/T04_05_01A FCF ,Nº: 36<br>Quadra: 4<br>Endereço: R. JOÃO PANDIÁ CALÓGERAS<br>Nome Atualizado: -<br>Pot (kVA): 75<br>Medição: INDIRETO<br>TC: 400<br>Instalado?: SIM<br>Serial do Medidor: MB00000000000103<br>Index: 143<br>MAC: 0E:EF:AF:01:F5:D4<br>Latitude: -22.824190<br>Longitude: -47.065060<br>unnamed (1): ,-47.06506,-22.8241899999999
36,37,T04_06_01A DGA FCF CABINE NOVA,Pontos de Acesso - Expansões 2 e 3/Medidores Atualizados,Nº: 37<br>Quadra: 4<br>Endereço: R. JOÃO PANDIÁ CALÓGERAS<br>Nome Atualizado: -<br>Pot (kVA): 500<br>Medição: INDIRETO<br>TC:  INSERIR VALOR<br>Instalado?: FUTURO<br>Serial do Medidor: -<br>Index: -<br>MAC: -<br>Latitude: -22.823695<br>Longitude: -47.065834<br>unnamed (1): ,-47.0658339999999,-22.8236949999999
37,38,T04_06_01a DGA FCF CABINE NOVA,Pontos de Acesso - Expansões 2 e 3/Medidores Atualizados,Nº: 38<br>Quadra: 4<br>Endereço: R. JOÃO PANDIÁ CALÓGERAS<br>Nome Atualizado: -<br>Pot (kVA): -<br>Medição: INDIRETO<br>TC:  INSERIR VALOR<br>Instalado?: FUTURO<br>Serial do Medidor: -<br>Index: -<br>MAC: -<br>Latitude: -22.823695<br>Longitude: -47.065834<br>unnamed (1): ,-47.0658339999999,-22.8236949999999
38,39,T04_06_01b DGA FCF CABINE NOVA,Pontos de Acesso - Expansões 2 e 3/Medidores Atualizados,Nº: 39<br>Quadra: 4<br>Endereço: R. JOÃO PANDIÁ CALÓGERAS<br>Nome Atualizado: -<br>Pot (kVA): -<br>Medição: INDIRETO<br>TC:  INSERIR VALOR<br>Instalado?: FUTURO<br>Serial do Medidor: -<br>Index: -<br>MAC: -<br>Latitude: -22.823695<br>Longitude: -47.065834<br>unnamed (1): ,-47.0658339999999,-22.8236949999999
39,40,T04_06_01c DGA FCF CABINE NOVA,Pontos de Acesso - Expansões 2 e 3/Medidores Atualizados,Nº: 40<br>Quadra: 4<br>Endereço: R. JOÃO PANDIÁ CALÓGERAS<br>Nome Atualizado: -<br>Pot (kVA): -<br>Medição: INDIRETO<br>TC:  INSERIR VALOR<br>Instalado?: FUTURO<br>Serial do Medidor: -<br>Index: -<br>MAC: -<br>Latitude: -22.823695<br>Longitude: -47.065834<br>unnamed (1): ,-47.0658339999999,-22.8236949999999
40,41,T04_06_01d DGA FCF CABINE NOVA,Pontos de Acesso - Expansões 2 e 3/Medidores Atualizados,Nº: 41<br>Quadra: 4<br>Endereço: R. JOÃO PANDIÁ CALÓGERAS<br>Nome Atualizado: -<br>Pot (kVA): -<br>Medição: INDIRETO<br>TC:  INSERIR VALOR<br>Instalado?: FUTURO<br>Serial do Medidor: -<br>Index: -<br>MAC: -<br>Latitude: -22.823695<br>Longitude: -47.065834<br>unnamed (1): ,-47.0658339999999,-22.8236949999999
41,42,T04_06_01e DGA FCF CABINE NOVA,Pontos de Acesso - Expansões 2 e 3/Medidores Atualizados,Nº: 42<br>Quadra: 4<br>Endereço: R. JOÃO PANDIÁ CALÓGERAS<br>Nome Atualizado: -<br>Pot (kVA): -<br>Medição: INDIRETO<br>TC:  INSERIR VALOR<br>Instalado?: FUTURO<br>Serial do Medidor: -<br>Index: -<br>MAC: -<br>Latitude: -22.823695<br>Longitude: -47.065834<br>unnamed (1): ,-47.0658339999999,-22.8236949999999
42,43,T05_01_01A SANTANDER SELECT,Pontos de Acesso - Expansões 2 e 3/Medidores Atualizados,Nº: 43<br>Quadra: 5<br>Endereço: R. JOÃO PANDIÁ CALÓGERAS<br>Nome Atualizado: -<br>Pot (kVA): 75<br>Medição: INDIRETO<br>TC: 200<br>Instalado?: SIM<br>Serial do Medidor: MB00000000000255<br>Index: 1000298<br>MAC: 0E:EF:AF:01:F4:B0<br>Latitude: -22.824228<br>Longitude: -47.064782<br>unnamed (1): ,-47.064782,-22.8242279999999
43,44,T05_02_01A ENGENHARIA BÁSICA,Pontos de Acesso - Expansões 2 e 3/Medidores Atualizados,Nº: 44<br>Quadra: 5<br>Endereço: R. JOÃO PANDIÁ CALÓGERAS<br>Nome Atualizado: -<br>Pot (kVA): 112.5<br>Medição: FLEXÍVEL<br>TC: -<br>Instalado?: NÃO<br>Serial do Medidor: -<br>Index: -<br>MAC: -<br>Latitude: -22.823317<br>Longitude: -47.065295<br>unnamed (1): ,-47.0652949999999,-22.823317
44,45,T05_03_01A CCS-1,Pontos de Acesso - Expansões 2 e 3/Medidores Atualizados,Nº: 45<br>Quadra: 5<br>Endereço: R. DOS FLAMBOYANTS<br>Nome Atualizado: -<br>Pot (kVA): 112.5<br>Medição: INDIRETO<br>TC: 800<br>Instalado?: SIM<br>Serial do Medidor: MB00000000000021<br>Index: 118<br>MAC: 0E:EF:AF:01:C7:12<br>Latitude: -22.823618<br>Longitude: -47.064813<br>unnamed (1): ,-47.064813,-22.823618
45,46,T05_04_01A CCS-2,Pontos de Acesso - Expansões 2 e 3/Medidores Atualizados,Nº: 46<br>Quadra: 5<br>Endereço: R. DOS FLAMBOYANTS<br>Nome Atualizado: -<br>Pot (kVA): 225<br>Medição: INDIRETO<br>TC: 600<br>Instalado?: SIM<br>Serial do Medidor: MB00000000000045<br>Index: 1000181<br>MAC: 0E:EF:AF:01:F4:76<br>Latitude: -22.823494<br>Longitude: -47.064664<br>unnamed (1): ,-47.0646639999999,-22.823494
46,47,T05_05_01A CCS-3 UNIBANDA,Pontos de Acesso - Expansões 2 e 3/Medidores Atualizados,Nº: 47<br>Quadra: 5<br>Endereço: R. DOS FLAMBOYANTS<br>Nome Atualizado: -<br>Pot (kVA): 112.5<br>Medição: INDIRETO<br>TC: 300<br>Instalado?: SIM<br>Serial do Medidor: MB00000000000072<br>Index: 1000183<br>MAC: 0E:EF:AF:01:F4:3C<br>Latitude: -22.823863<br>Longitude: -47.064670<br>unnamed (1): ,-47.06467,-22.823863
47,48,T06_01_01A Banco do Brasil,Pontos de Acesso - Expansões 2 e 3/Medidores Atualizados,Nº: 48<br>Quadra: 6<br>Endereço: R. JOSUE DE CASTRO<br>Nome Atualizado: -<br>Pot (kVA): 150<br>Medição: INDIRETO<br>TC: 400<br>Instalado?: SIM<br>Serial do Medidor: MB00000000000004<br>Index: 18<br>MAC: 0E:EF:AF:01:C7:1E<br>Latitude: -22.823665<br>Longitude: -47.063306<br>unnamed (1): ,-47.063306,-22.8236649999999
48,49,T06_02_01A NEPAM IP RA,Pontos de Acesso - Expansões 2 e 3/Medidores Atualizados,Nº: 49<br>Quadra: 6<br>Endereço: R. DOS FLAMBOYANTS<br>Nome Atualizado: -<br>Pot (kVA): 225<br>Medição: INDIRETO<br>TC: 600<br>Instalado?: SIM<br>Serial do Medidor: MB00000000000238<br>Index: 1000255<br>MAC: 0E:EF:AF:01:F4:B8<br>Latitude: -22.822936<br>Longitude: -47.065051<br>unnamed (1): ,-47.065051,-22.822936
49,50,T06_02_01b RESTAURANTE RA,Pontos de Acesso - Expansões 2 e 3/Medidores Atualizados,Nº: 50<br>Quadra: 6<br>Endereço: R. DOS FLAMBOYANTS<br>Nome Atualizado: -<br>Pot (kVA): 225<br>Medição: INDIRETO<br>TC: 300<br>Instalado?: SIM<br>Serial do Medidor: MB00000000000251<br>Index: 1000266<br>MAC: 0E:EF:AF:01:F4:82<br>Latitude: -22.822560<br>Longitude: -47.064940<br>unnamed (1): ,-47.06494,-22.82256
50,51,T06_03_01A CENTRO DE TECNOLOGIA,Pontos de Acesso - Expansões 2 e 3/Medidores Atualizados,Nº: 51<br>Quadra: 6<br>Endereço: R. BERNARDO SAYÃO<br>Nome Atualizado: -<br>Pot (kVA): 750<br>Medição: INDIRETO<br>TC: 2000<br>Instalado?: SIM<br>Serial do Medidor: MB00000000000198<br>Index: 1000188<br>MAC: 0E:EF:AF:01:F3:6E<br>Latitude: -22.823421<br>Longitude: -47.064577<br>unnamed (1): ,-47.064577,-22.8234209999999
51,52,T06_04_01A BIO ENERGIA,Pontos de Acesso - Expansões 2 e 3/Medidores Atualizados,Nº: 52<br>Quadra: 6<br>Endereço: R. BERNARDO SAYÃO<br>Nome Atualizado: <br>Pot (kVA): 1250<br>Medição: INDIRETO<br>TC:  INSERIR VALOR<br>Instalado?: FUTURO<br>Serial do Medidor: -<br>Index: -<br>MAC: -<br>Latitude: -22.822969<br>Longitude: -47.064263<br>unnamed (1): ,-47.064263,-22.8229689999999
52,53,T06_04_02A BIO ENERGIA,Pontos de Acesso - Expansões 2 e 3/Medidores Atualizados,Nº: 53<br>Quadra: 6<br>Endereço: R. BERNARDO SAYÃO<br>Nome Atualizado: <br>Pot (kVA): 300<br>Medição: INDIRETO<br>TC:  INSERIR VALOR<br>Instalado?: FUTURO<br>Serial do Medidor: -<br>Index: -<br>MAC: -<br>Latitude: -22.822969<br>Longitude: -47.064263<br>unnamed (1): ,-47.064263,-22.8229689999999
53,54,T06_04_03A BIO ENERGIA,Pontos de Acesso - Expansões 2 e 3/Medidores Atualizados,Nº: 54<br>Quadra: 6<br>Endereço: R. BERNARDO SAYÃO<br>Nome Atualizado: <br>Pot (kVA): 200<br>Medição: INDIRETO<br>TC:  INSERIR VALOR<br>Instalado?: FUTURO<br>Serial do Medidor: -<br>Index: -<br>MAC: -<br>Latitude: -22.822969<br>Longitude: -47.064263<br>unnamed (1): ,-47.064263,-22.8229689999999
54,55,T06_04_04A BIO ENERGIA,Pontos de Acesso - Expansões 2 e 3/Medidores Atualizados,Nº: 55<br>Quadra: 6<br>Endereço: R. BERNARDO SAYÃO<br>Nome Atualizado: <br>Pot (kVA): 500<br>Medição: INDIRETO<br>TC:  INSERIR VALOR<br>Instalado?: FUTURO<br>Serial do Medidor: -<br>Index: -<br>MAC: -<br>Latitude: -22.822969<br>Longitude: -47.064263<br>unnamed (1): ,-47.064263,-22.8229689999999
